Water level predictions and measurements
from NOAA gage 8728690 (Apalachicola, 
Florida) for a three-week period surrounding
Hurricane Michael in October 2018. The
timestamps are formatted as YYYYMMDDhhmm in
Greenwich Mean Time. WL_predict_m are the
harmonic tide predictions in meters relative
to NAVD88. WL_measured_m are the water level
measurements in meters relative to NAVD88.
*
TimeGMT WL_predict_m WL_measured_m
201810180254 0.183 0.365
201810180300 0.189 0.369
201810180306 0.195 0.376
201810180312 0.201 0.383
201810180318 0.206 0.386
201810180324 0.211 0.391
201810180330 0.216 0.392
201810180336 0.221 0.395
201810180342 0.225 0.398
201810180348 0.229 0.398
201810180354 0.233 0.397
201810180400 0.237 0.400
201810180406 0.240 0.407
201810180412 0.243 0.406
201810180418 0.245 0.407
201810180424 0.248 0.412
201810180430 0.250 0.416
201810180436 0.252 0.420
201810180442 0.253 0.417
201810180448 0.255 0.415
201810180454 0.256 0.414
201810180500 0.257 0.413
201810180506 0.258 0.411
201810180512 0.258 0.408
201810180518 0.258 0.411
201810180524 0.258 0.412
201810180530 0.258 0.408
201810180536 0.258 0.403
201810180542 0.257 0.403
201810180548 0.256 0.401
201810180554 0.255 0.399
201810180600 0.254 0.398
201810180606 0.253 0.398
201810180612 0.251 0.396
201810180618 0.250 0.395
201810180624 0.248 0.393
201810180630 0.246 0.389
201810180636 0.244 0.388
201810180642 0.242 0.388
201810180648 0.240 0.387
201810180654 0.238 0.381
201810180700 0.235 0.380
201810180706 0.233 0.377
201810180712 0.231 0.376
201810180718 0.228 0.374
201810180724 0.226 0.377
201810180730 0.223 0.377
201810180736 0.221 0.375
201810180742 0.218 0.370
201810180748 0.216 0.368
201810180754 0.213 0.368
201810180800 0.211 0.365
201810180806 0.208 0.363
201810180812 0.206 0.362
201810180818 0.204 0.361
201810180824 0.202 0.359
201810180830 0.200 0.355
201810180836 0.198 0.357
201810180842 0.196 0.355
201810180848 0.194 0.354
201810180854 0.192 0.352
201810180900 0.191 0.351
201810180906 0.189 0.353
201810180912 0.188 0.353
201810180918 0.187 0.349
201810180924 0.185 0.343
201810180930 0.184 0.342
201810180936 0.183 0.342
201810180942 0.182 0.338
201810180948 0.182 0.334
201810180954 0.181 0.331
201810181000 0.180 0.330
201810181006 0.180 0.327
201810181012 0.179 0.325
201810181018 0.179 0.326
201810181024 0.178 0.326
201810181030 0.178 0.322
201810181036 0.178 0.318
201810181042 0.178 0.316
201810181048 0.178 0.315
201810181054 0.178 0.314
201810181100 0.179 0.314
201810181106 0.179 0.314
201810181112 0.179 0.312
201810181118 0.180 0.312
201810181124 0.180 0.311
201810181130 0.181 0.308
201810181136 0.182 0.308
201810181142 0.183 0.308
201810181148 0.184 0.306
201810181154 0.185 0.302
201810181200 0.186 0.302
201810181206 0.187 0.303
201810181212 0.189 0.304
201810181218 0.190 0.301
201810181224 0.192 0.301
201810181230 0.193 0.301
201810181236 0.195 0.303
201810181242 0.197 0.305
201810181248 0.198 0.304
201810181254 0.200 0.306
201810181300 0.202 0.307
201810181306 0.204 0.308
201810181312 0.206 0.309
201810181318 0.207 0.310
201810181324 0.209 0.314
201810181330 0.211 0.318
201810181336 0.212 0.323
201810181342 0.214 0.326
201810181348 0.215 0.326
201810181354 0.216 0.329
201810181400 0.217 0.331
201810181406 0.218 0.333
201810181412 0.219 0.331
201810181418 0.220 0.331
201810181424 0.220 0.333
201810181430 0.220 0.335
201810181436 0.220 0.339
201810181442 0.220 0.340
201810181448 0.220 0.340
201810181454 0.219 0.343
201810181500 0.219 0.342
201810181506 0.218 0.340
201810181512 0.216 0.342
201810181518 0.215 0.343
201810181524 0.213 0.342
201810181530 0.211 0.342
201810181536 0.209 0.341
201810181542 0.207 0.338
201810181548 0.205 0.337
201810181554 0.202 0.337
201810181600 0.200 0.338
201810181606 0.197 0.339
201810181612 0.194 0.338
201810181618 0.191 0.338
201810181624 0.188 0.333
201810181630 0.184 0.326
201810181636 0.181 0.325
201810181642 0.177 0.324
201810181648 0.174 0.320
201810181654 0.170 0.316
201810181700 0.166 0.314
201810181706 0.162 0.311
201810181712 0.158 0.305
201810181718 0.154 0.302
201810181724 0.150 0.295
201810181730 0.146 0.290
201810181736 0.142 0.281
201810181742 0.138 0.277
201810181748 0.133 0.274
201810181754 0.129 0.276
201810181800 0.124 0.270
201810181806 0.120 0.272
201810181812 0.115 0.268
201810181818 0.111 0.268
201810181824 0.106 0.267
201810181830 0.101 0.262
201810181836 0.096 0.258
201810181842 0.091 0.254
201810181848 0.086 0.250
201810181854 0.081 0.246
201810181900 0.076 0.248
201810181906 0.071 0.243
201810181912 0.066 0.238
201810181918 0.060 0.235
201810181924 0.055 0.232
201810181930 0.050 0.228
201810181936 0.044 0.224
201810181942 0.039 0.217
201810181948 0.034 0.215
201810181954 0.029 0.211
201810182000 0.023 0.213
201810182006 0.018 0.209
201810182012 0.013 0.207
201810182018 0.008 0.204
201810182024 0.003 0.204
201810182030 -0.002 0.201
201810182036 -0.007 0.194
201810182042 -0.011 0.188
201810182048 -0.016 0.185
201810182054 -0.021 0.180
201810182100 -0.025 0.174
201810182106 -0.029 0.172
201810182112 -0.033 0.167
201810182118 -0.038 0.163
201810182124 -0.041 0.160
201810182130 -0.045 0.156
201810182136 -0.049 0.150
201810182142 -0.052 0.147
201810182148 -0.056 0.141
201810182154 -0.059 0.134
201810182200 -0.062 0.130
201810182206 -0.065 0.127
201810182212 -0.067 0.122
201810182218 -0.070 0.120
201810182224 -0.072 0.116
201810182230 -0.074 0.109
201810182236 -0.076 0.106
201810182242 -0.077 0.106
201810182248 -0.078 0.100
201810182254 -0.079 0.093
201810182300 -0.080 0.089
201810182306 -0.081 0.087
201810182312 -0.081 0.083
201810182318 -0.081 0.078
201810182324 -0.080 0.072
201810182330 -0.080 0.072
201810182336 -0.079 0.072
201810182342 -0.077 0.070
201810182348 -0.075 0.068
201810182354 -0.073 0.071
201810190000 -0.071 0.071
201810190006 -0.068 0.069
201810190012 -0.064 0.069
201810190018 -0.061 0.071
201810190024 -0.057 0.074
201810190030 -0.052 0.077
201810190036 -0.047 0.077
201810190042 -0.042 0.078
201810190048 -0.036 0.082
201810190054 -0.030 0.084
201810190100 -0.024 0.087
201810190106 -0.018 0.089
201810190112 -0.011 0.092
201810190118 -0.003 0.097
201810190124 0.004 0.105
201810190130 0.012 0.112
201810190136 0.020 0.119
201810190142 0.028 0.127
201810190148 0.036 0.133
201810190154 0.044 0.141
201810190200 0.053 0.153
201810190206 0.061 0.163
201810190212 0.070 0.171
201810190218 0.078 0.179
201810190224 0.087 0.189
201810190230 0.095 0.200
201810190236 0.104 0.208
201810190242 0.112 0.220
201810190248 0.121 0.227
201810190254 0.129 0.231
201810190300 0.137 0.238
201810190306 0.144 0.249
201810190312 0.152 0.259
201810190318 0.159 0.266
201810190324 0.167 0.274
201810190330 0.174 0.279
201810190336 0.180 0.283
201810190342 0.187 0.290
201810190348 0.193 0.302
201810190354 0.199 0.310
201810190400 0.205 0.316
201810190406 0.211 0.320
201810190412 0.216 0.329
201810190418 0.221 0.338
201810190424 0.226 0.346
201810190430 0.230 0.358
201810190436 0.234 0.377
201810190442 0.238 0.389
201810190448 0.242 0.392
201810190454 0.245 0.394
201810190500 0.248 0.399
201810190506 0.251 0.399
201810190512 0.254 0.398
201810190518 0.256 0.399
201810190524 0.258 0.403
201810190530 0.260 0.404
201810190536 0.262 0.404
201810190542 0.263 0.405
201810190548 0.264 0.407
201810190554 0.265 0.408
201810190600 0.265 0.410
201810190606 0.265 0.410
201810190612 0.265 0.408
201810190618 0.265 0.403
201810190624 0.264 0.399
201810190630 0.263 0.396
201810190636 0.262 0.393
201810190642 0.261 0.392
201810190648 0.259 0.393
201810190654 0.258 0.390
201810190700 0.255 0.386
201810190706 0.253 0.381
201810190712 0.251 0.375
201810190718 0.248 0.370
201810190724 0.245 0.365
201810190730 0.242 0.362
201810190736 0.239 0.364
201810190742 0.236 0.362
201810190748 0.233 0.358
201810190754 0.229 0.357
201810190800 0.226 0.357
201810190806 0.222 0.352
201810190812 0.218 0.348
201810190818 0.215 0.344
201810190824 0.211 0.341
201810190830 0.207 0.338
201810190836 0.204 0.337
201810190842 0.200 0.335
201810190848 0.196 0.333
201810190854 0.193 0.329
201810190900 0.189 0.323
201810190906 0.186 0.319
201810190912 0.183 0.314
201810190918 0.179 0.309
201810190924 0.176 0.304
201810190930 0.173 0.297
201810190936 0.170 0.294
201810190942 0.167 0.290
201810190948 0.164 0.293
201810190954 0.162 0.291
201810191000 0.159 0.288
201810191006 0.157 0.285
201810191012 0.154 0.284
201810191018 0.152 0.280
201810191024 0.150 0.277
201810191030 0.148 0.274
201810191036 0.146 0.273
201810191042 0.144 0.270
201810191048 0.142 0.266
201810191054 0.140 0.264
201810191100 0.139 0.266
201810191106 0.138 0.262
201810191112 0.136 0.259
201810191118 0.135 0.254
201810191124 0.134 0.252
201810191130 0.134 0.246
201810191136 0.133 0.241
201810191142 0.133 0.235
201810191148 0.132 0.226
201810191154 0.132 0.224
201810191200 0.132 0.228
201810191206 0.133 0.224
201810191212 0.133 0.222
201810191218 0.134 0.220
201810191224 0.135 0.224
201810191230 0.136 0.223
201810191236 0.138 0.227
201810191242 0.139 0.234
201810191248 0.141 0.236
201810191254 0.143 0.242
201810191300 0.146 0.242
201810191306 0.148 0.248
201810191312 0.150 0.252
201810191318 0.153 0.253
201810191324 0.156 0.261
201810191330 0.159 0.264
201810191336 0.162 0.272
201810191342 0.165 0.279
201810191348 0.168 0.287
201810191354 0.172 0.293
201810191400 0.175 0.295
201810191406 0.178 0.300
201810191412 0.181 0.305
201810191418 0.185 0.306
201810191424 0.188 0.305
201810191430 0.191 0.309
201810191436 0.194 0.315
201810191442 0.196 0.318
201810191448 0.199 0.324
201810191454 0.202 0.332
201810191500 0.204 0.334
201810191506 0.206 0.342
201810191512 0.208 0.346
201810191518 0.210 0.351
201810191524 0.212 0.358
201810191530 0.213 0.358
201810191536 0.214 0.357
201810191542 0.215 0.355
201810191548 0.216 0.355
201810191554 0.217 0.357
201810191600 0.217 0.354
201810191606 0.217 0.351
201810191612 0.217 0.355
201810191618 0.217 0.355
201810191624 0.216 0.356
201810191630 0.216 0.356
201810191636 0.215 0.355
201810191642 0.214 0.354
201810191648 0.213 0.354
201810191654 0.212 0.352
201810191700 0.211 0.354
201810191706 0.209 0.354
201810191712 0.207 0.355
201810191718 0.206 0.350
201810191724 0.204 0.346
201810191730 0.202 0.345
201810191736 0.199 0.346
201810191742 0.197 0.340
201810191748 0.194 0.336
201810191754 0.192 0.336
201810191800 0.189 0.333
201810191806 0.186 0.331
201810191812 0.183 0.330
201810191818 0.180 0.328
201810191824 0.176 0.323
201810191830 0.172 0.319
201810191836 0.169 0.316
201810191842 0.165 0.314
201810191848 0.161 0.313
201810191854 0.156 0.311
201810191900 0.152 0.308
201810191906 0.147 0.307
201810191912 0.143 0.305
201810191918 0.138 0.302
201810191924 0.133 0.299
201810191930 0.127 0.293
201810191936 0.122 0.289
201810191942 0.117 0.286
201810191948 0.111 0.282
201810191954 0.106 0.277
201810192000 0.100 0.272
201810192006 0.094 0.268
201810192012 0.088 0.263
201810192018 0.082 0.258
201810192024 0.077 0.250
201810192030 0.071 0.245
201810192036 0.065 0.237
201810192042 0.059 0.229
201810192048 0.053 0.225
201810192054 0.047 0.221
201810192100 0.041 0.215
201810192106 0.035 0.209
201810192112 0.030 0.200
201810192118 0.024 0.193
201810192124 0.019 0.187
201810192130 0.013 0.181
201810192136 0.008 0.173
201810192142 0.002 0.162
201810192148 -0.003 0.158
201810192154 -0.008 0.154
201810192200 -0.013 0.149
201810192206 -0.018 0.141
201810192212 -0.022 0.138
201810192218 -0.027 0.130
201810192224 -0.031 0.124
201810192230 -0.036 0.119
201810192236 -0.040 0.115
201810192242 -0.044 0.113
201810192248 -0.047 0.109
201810192254 -0.051 0.102
201810192300 -0.054 0.099
201810192306 -0.057 0.095
201810192312 -0.060 0.091
201810192318 -0.063 0.090
201810192324 -0.065 0.089
201810192330 -0.067 0.088
201810192336 -0.069 0.090
201810192342 -0.070 0.091
201810192348 -0.072 0.090
201810192354 -0.072 0.094
201810200000 -0.073 0.094
201810200006 -0.073 0.093
201810200012 -0.072 0.094
201810200018 -0.072 0.097
201810200024 -0.071 0.100
201810200030 -0.069 0.101
201810200036 -0.067 0.106
201810200042 -0.065 0.110
201810200048 -0.062 0.120
201810200054 -0.058 0.126
201810200100 -0.055 0.131
201810200106 -0.051 0.138
201810200112 -0.046 0.143
201810200118 -0.041 0.145
201810200124 -0.036 0.149
201810200130 -0.030 0.158
201810200136 -0.024 0.162
201810200142 -0.017 0.172
201810200148 -0.011 0.178
201810200154 -0.003 0.187
201810200200 0.004 0.193
201810200206 0.012 0.202
201810200212 0.019 0.211
201810200218 0.027 0.221
201810200224 0.036 0.228
201810200230 0.044 0.239
201810200236 0.052 0.247
201810200242 0.061 0.254
201810200248 0.070 0.262
201810200254 0.078 0.272
201810200300 0.087 0.281
201810200306 0.095 0.292
201810200312 0.104 0.302
201810200318 0.112 0.315
201810200324 0.121 0.324
201810200330 0.129 0.331
201810200336 0.137 0.340
201810200342 0.145 0.351
201810200348 0.153 0.360
201810200354 0.161 0.372
201810200400 0.168 0.381
201810200406 0.175 0.389
201810200412 0.182 0.400
201810200418 0.189 0.409
201810200424 0.196 0.416
201810200430 0.202 0.423
201810200436 0.208 0.432
201810200442 0.214 0.438
201810200448 0.220 0.441
201810200454 0.225 0.447
201810200500 0.230 0.451
201810200506 0.235 0.456
201810200512 0.240 0.461
201810200518 0.244 0.471
201810200524 0.248 0.474
201810200530 0.252 0.479
201810200536 0.255 0.487
201810200542 0.258 0.490
201810200548 0.261 0.489
201810200554 0.264 0.488
201810200600 0.266 0.490
201810200606 0.268 0.491
201810200612 0.270 0.493
201810200618 0.271 0.493
201810200624 0.272 0.493
201810200630 0.272 0.496
201810200636 0.273 0.500
201810200642 0.273 0.499
201810200648 0.272 0.497
201810200654 0.272 0.494
201810200700 0.271 0.494
201810200706 0.270 0.491
201810200712 0.268 0.488
201810200718 0.266 0.484
201810200724 0.264 0.478
201810200730 0.261 0.473
201810200736 0.259 0.468
201810200742 0.256 0.463
201810200748 0.253 0.460
201810200754 0.249 0.454
201810200800 0.245 0.448
201810200806 0.242 0.442
201810200812 0.238 0.437
201810200818 0.233 0.433
201810200824 0.229 0.424
201810200830 0.225 0.416
201810200836 0.220 0.410
201810200842 0.215 0.406
201810200848 0.211 0.397
201810200854 0.206 0.391
201810200900 0.201 0.384
201810200906 0.196 0.381
201810200912 0.191 0.372
201810200918 0.186 0.365
201810200924 0.182 0.363
201810200930 0.177 0.355
201810200936 0.172 0.349
201810200942 0.167 0.346
201810200948 0.163 0.342
201810200954 0.158 0.341
201810201000 0.154 0.334
201810201006 0.149 0.327
201810201012 0.145 0.322
201810201018 0.141 0.317
201810201024 0.136 0.311
201810201030 0.132 0.305
201810201036 0.128 0.298
201810201042 0.125 0.292
201810201048 0.121 0.288
201810201054 0.117 0.284
201810201100 0.114 0.282
201810201106 0.111 0.277
201810201112 0.108 0.273
201810201118 0.105 0.270
201810201124 0.102 0.266
201810201130 0.099 0.260
201810201136 0.097 0.255
201810201142 0.095 0.253
201810201148 0.093 0.248
201810201154 0.091 0.247
201810201200 0.090 0.243
201810201206 0.088 0.240
201810201212 0.087 0.239
201810201218 0.087 0.240
201810201224 0.086 0.236
201810201230 0.086 0.235
201810201236 0.086 0.235
201810201242 0.086 0.239
201810201248 0.087 0.240
201810201254 0.088 0.245
201810201300 0.089 0.247
201810201306 0.091 0.253
201810201312 0.093 0.253
201810201318 0.095 0.256
201810201324 0.098 0.258
201810201330 0.100 0.262
201810201336 0.103 0.263
201810201342 0.106 0.266
201810201348 0.110 0.270
201810201354 0.114 0.272
201810201400 0.117 0.274
201810201406 0.122 0.278
201810201412 0.126 0.281
201810201418 0.130 0.286
201810201424 0.135 0.289
201810201430 0.139 0.296
201810201436 0.144 0.300
201810201442 0.148 0.308
201810201448 0.153 0.314
201810201454 0.158 0.323
201810201500 0.163 0.329
201810201506 0.167 0.335
201810201512 0.172 0.343
201810201518 0.176 0.353
201810201524 0.181 0.358
201810201530 0.185 0.358
201810201536 0.189 0.367
201810201542 0.193 0.371
201810201548 0.197 0.375
201810201554 0.201 0.379
201810201600 0.204 0.385
201810201606 0.208 0.390
201810201612 0.211 0.395
201810201618 0.214 0.397
201810201624 0.217 0.402
201810201630 0.219 0.407
201810201636 0.222 0.409
201810201642 0.224 0.415
201810201648 0.226 0.421
201810201654 0.228 0.425
201810201700 0.229 0.428
201810201706 0.231 0.430
201810201712 0.232 0.432
201810201718 0.233 0.436
201810201724 0.234 0.436
201810201730 0.234 0.438
201810201736 0.235 0.442
201810201742 0.235 0.444
201810201748 0.235 0.443
201810201754 0.235 0.444
201810201800 0.234 0.444
201810201806 0.234 0.442
201810201812 0.233 0.440
201810201818 0.232 0.439
201810201824 0.230 0.438
201810201830 0.229 0.437
201810201836 0.227 0.433
201810201842 0.225 0.428
201810201848 0.222 0.422
201810201854 0.220 0.422
201810201900 0.217 0.420
201810201906 0.214 0.415
201810201912 0.210 0.414
201810201918 0.207 0.408
201810201924 0.203 0.405
201810201930 0.199 0.400
201810201936 0.195 0.395
201810201942 0.190 0.387
201810201948 0.186 0.379
201810201954 0.181 0.376
201810202000 0.176 0.369
201810202006 0.170 0.362
201810202012 0.165 0.358
201810202018 0.159 0.349
201810202024 0.154 0.341
201810202030 0.148 0.332
201810202036 0.142 0.327
201810202042 0.136 0.322
201810202048 0.130 0.314
201810202054 0.123 0.305
201810202100 0.117 0.298
201810202106 0.111 0.288
201810202112 0.104 0.283
201810202118 0.098 0.273
201810202124 0.091 0.268
201810202130 0.085 0.258
201810202136 0.078 0.250
201810202142 0.072 0.247
201810202148 0.065 0.243
201810202154 0.059 0.234
201810202200 0.053 0.227
201810202206 0.046 0.222
201810202212 0.040 0.217
201810202218 0.034 0.206
201810202224 0.028 0.199
201810202230 0.022 0.197
201810202236 0.017 0.187
201810202242 0.011 0.179
201810202248 0.005 0.167
201810202254 0.000 0.160
201810202300 -0.005 0.155
201810202306 -0.010 0.148
201810202312 -0.015 0.145
201810202318 -0.020 0.141
201810202324 -0.024 0.139
201810202330 -0.028 0.136
201810202336 -0.032 0.132
201810202342 -0.036 0.125
201810202348 -0.039 0.121
201810202354 -0.042 0.118
